,Acculynk (Acquired by First Data),Aeris Secure,Axiado,AllClear ID,Cybereason,Accolade Technology,BeyondTrust,Advanced Technology Group (ATG-NYC),Darktrace,DeepView,CyberMDX,Active Navigation,CNS – Cyber Security Specialists,AVG (Acquired by Avast),A-LIGN,ADF Solutions,Awareness Technologies,Avatier,AvePoint,Avow Security,Balabit (Acquired by One Identity),CYFOR Secure,Allure Security Technology,Encedo,"AvTek Solutions, Inc.",Cybersift,Banyan Security,"Alchemy Security, LLC",Auconet,Beyond Identity,DataGlobal,context information (Acquired by Babcock),Binary Defense,Device Authority,CybeReady,Envelop Risk Analytics,baffle,Allegro Software,Adobe,Egress,Axonius,AlertLogic,Barricade IT Security,Actifile Ltd.,Barracuda,Altitude Networks,CNS,ABD Technology Inc,CyberSmart,ECSC,DigitalXRAID Ltd,AuthenWare,Balbix,Bitdefender,Aligned Technology Solutions,Auth0,Aura,Bitglass,Abira Security,4A Security & Compliance,AaDya Security,ACI Solutions,Biscom,Comtact Ltd.,Data Shepherd,Crypta Labs,CSL DualCom,6Wind,Avanan,Agio,Cypaw,1Kosmos – BlockID,Alt-N Technologies (Acquired by BlackBerry),Absolute,360 Cyber Secure,crossword,Cossack Labs,Cyanre,CyNation,Attivo Networks,Accellion,Cyberfit,ActZero.ai,CYSIAM,e2e-assure ltd,ENTERSEKT,Aware,BinarySec,Axio Global,Beachhead Security,Accurics,Abnormal Security,Allgress,Active Cypher,Accertify,CyberX,Axiad IDS,CybSafe,AUTHEN2CATE,Awake Security,Deep Secure,Beyond Security,Axis Security,Avaria Networks,AlienVault – AT&T,Automox,Codified Security,Akamai Technologies,AIS,Comis,Authoriti Network,Axway,14 Nine,ECS Consulting,Agari,CYREN,Alert Cyber,Agile1,CNS Group,Algosec,Bastille,CyberOwl,Encode UK Limited,Cybertonica Ltd.,Allot Communications,bettercloud,exonar,"CyberArk Software, Inc.",Acalvio Technologies,AfGlobe Communications – ACI Solutions,Bayshore,"Advanced Network Systems, Inc.","BIO-key International, Inc.",AHA Products Group,A10 Networks,CyberQ Group,Axiom Cyber Solutions,Authentic8,Clearswift (Acquired by RUAG),AuthLite,AccessData Group,Cyberseer,Bandura,Elemendar,Corax Cyber Security,eXate,Abacode Cybersecurity & Compliance,"BARR Advisory, P.A.",SCORE
AU10TIX,82.56,72.83,94.99,100.0,88.27,100.0,93.88,72.83,81.37,81.0,83.72,87.27,72.83,77.51,72.83,77.15,77.15,90.3,87.27,72.83,90.21,72.83,77.15,89.97,72.83,78.08,78.08,72.83,77.15,92.33,89.97,77.15,72.83,93.31,72.83,72.83,89.97,89.97,89.97,100.0,81.37,88.04,72.83,87.07,93.21,78.47,83.72,72.83,82.56,72.83,72.83,90.76,83.72,83.26,72.83,92.33,82.83,82.19,72.83,72.83,83.26,100.0,89.97,72.83,88.86,85.86,78.08,78.08,87.44,72.83,77.15,92.33,78.08,85.86,72.83,82.56,89.97,86.32,78.08,79.65,87.27,72.83,80.38,72.83,72.83,90.76,89.97,100.0,82.56,85.86,79.96,78.08,81.0,71.43,77.15,81.37,92.33,72.83,100.0,79.65,87.64,85.41,91.01,72.83,77.15,86.54,77.15,93.82,72.83,72.83,100.0,91.94,72.83,72.83,78.08,85.12,72.83,72.83,72.83,72.83,78.08,100.0,81.37,100.0,77.51,82.81,100.0,91.94,77.15,81.37,82.56,72.83,92.33,89.97,82.71,72.83,72.83,78.08,91.52,92.33,77.15,72.83,81.37,77.15,81.0,79.96,72.83,72.83,5.678571428571429
Cato Networks,72.96,57.87,86.41,100.0,82.42,100.0,85.5,57.87,75.25,70.07,74.5,74.72,57.87,76.37,57.87,69.31,69.31,78.9,74.72,57.87,81.82,57.87,69.31,80.97,57.87,74.51,74.51,57.87,69.31,84.66,80.97,69.31,57.87,87.59,57.87,57.87,80.97,80.97,80.97,100.0,75.25,79.03,57.87,76.58,87.36,76.54,74.5,57.87,72.96,57.87,57.87,83.65,74.5,75.49,57.87,84.66,73.14,77.97,57.87,57.87,75.49,100.0,80.97,57.87,87.08,80.18,74.51,74.51,82.06,57.87,69.31,84.66,74.51,80.18,57.87,72.96,80.97,75.32,74.51,73.42,74.72,57.87,69.92,57.87,57.87,83.65,80.97,100.0,72.96,80.18,74.39,74.51,70.07,68.72,69.31,75.25,84.66,57.87,100.0,73.42,80.64,77.62,84.72,57.87,69.31,79.37,69.31,90.15,57.87,57.87,100.0,81.53,57.87,57.87,74.51,81.82,57.87,57.87,57.87,57.87,74.51,100.0,75.25,100.0,76.37,73.3,100.0,81.53,69.31,75.25,72.96,57.87,84.66,80.97,83.73,57.87,57.87,74.51,83.55,84.66,69.31,57.87,75.25,69.31,70.07,74.39,57.87,57.87,5.9642857142857135
Cronus Cyber Technologies,86.84,79.29,90.0,100.0,90.87,100.0,93.81,79.29,84.41,85.56,88.0,89.53,79.29,81.53,79.29,80.31,80.31,88.55,89.53,79.29,88.91,79.29,80.31,88.26,79.29,79.83,79.83,79.29,80.31,85.11,88.26,80.31,79.29,90.76,79.29,79.29,88.26,88.26,88.26,100.0,84.41,90.73,79.29,90.73,90.76,78.34,88.0,79.29,86.84,79.29,79.29,89.93,88.0,88.85,79.29,85.11,88.42,85.86,79.29,79.29,88.85,100.0,88.26,79.29,89.52,86.9,79.83,79.83,89.44,79.29,80.31,85.11,79.83,86.9,79.29,86.84,88.26,89.35,79.83,84.28,89.53,79.29,86.93,79.29,79.29,89.93,88.26,100.0,86.84,86.9,82.28,79.83,85.56,76.61,80.31,84.41,85.11,79.29,100.0,84.28,89.19,86.31,88.1,79.29,80.31,89.18,80.31,90.66,79.29,79.29,100.0,91.81,79.29,79.29,79.83,88.59,79.29,79.29,79.29,79.29,79.83,100.0,84.41,100.0,81.53,86.41,100.0,91.81,80.31,84.41,86.84,79.29,85.11,88.26,85.45,79.29,79.29,79.83,92.82,85.11,80.31,79.29,84.41,80.31,85.56,82.28,79.29,79.29,7.464285714285714
Allot,72.75,59.76,85.19,100.0,79.2,100.0,83.8,59.76,68.86,64.46,70.28,75.08,59.76,76.69,59.76,60.49,60.49,78.93,75.08,59.76,75.72,59.76,60.49,79.94,59.76,72.55,72.55,59.76,60.49,83.4,79.94,60.49,59.76,88.15,59.76,59.76,79.94,79.94,79.94,100.0,68.86,75.31,59.76,78.19,87.92,64.5,70.28,59.76,72.75,59.76,59.76,78.89,70.28,76.59,59.76,83.4,68.63,68.63,59.76,59.76,76.59,100.0,79.94,59.76,85.5,81.35,72.55,72.55,75.46,59.76,60.49,83.4,72.55,81.35,59.76,72.75,79.94,71.47,72.55,66.27,75.08,59.76,70.09,59.76,59.76,78.89,79.94,100.0,72.75,81.35,63.49,72.55,64.46,66.78,60.49,68.86,83.4,59.76,100.0,66.27,76.34,70.21,83.09,59.76,60.49,74.77,60.49,87.72,59.76,59.76,100.0,78.35,59.76,59.76,72.55,74.71,59.76,59.76,59.76,59.76,72.55,100.0,68.86,100.0,76.69,68.01,100.0,78.35,60.49,68.86,72.75,59.76,83.4,79.94,79.61,59.76,59.76,72.55,79.61,83.4,60.49,59.76,68.86,60.49,64.46,63.49,59.76,59.76,5.392857142857144
Logz.io,80.01,69.28,90.88,100.0,88.89,100.0,92.29,69.28,80.39,78.17,81.89,83.55,69.28,79.82,69.28,74.95,74.95,86.01,83.55,69.28,86.87,69.28,74.95,86.5,69.28,76.75,76.75,69.28,74.95,88.01,86.5,74.95,69.28,92.17,69.28,69.28,86.5,86.5,86.5,100.0,80.39,86.16,69.28,85.75,91.85,72.88,81.89,69.28,80.01,69.28,69.28,88.39,81.89,83.05,69.28,88.01,81.7,81.6,69.28,69.28,83.05,100.0,86.5,69.28,89.36,86.4,76.75,76.75,86.8,69.28,74.95,88.01,76.75,86.4,69.28,80.01,86.5,83.77,76.75,79.78,83.55,69.28,78.91,69.28,69.28,88.39,86.5,100.0,80.01,86.4,77.27,76.75,78.17,72.77,74.95,80.39,88.01,69.28,100.0,79.78,86.67,83.18,88.58,69.28,74.95,86.49,74.95,92.09,69.28,69.28,100.0,88.71,69.28,69.28,76.75,85.33,69.28,69.28,69.28,69.28,76.75,100.0,80.39,100.0,79.82,77.85,100.0,88.71,74.95,80.39,80.01,69.28,88.01,86.5,83.63,69.28,69.28,76.75,89.48,88.01,74.95,69.28,80.39,74.95,78.17,77.27,69.28,69.28,7.464285714285714
ACID Technologies,82.69,73.22,95.64,100.0,89.07,100.0,94.25,73.22,81.35,81.31,83.83,88.3,73.22,78.32,73.22,77.39,77.39,90.45,88.3,73.22,90.34,73.22,77.39,91.42,73.22,77.97,77.97,73.22,77.39,92.3,91.42,77.39,73.22,94.04,73.22,73.22,91.42,91.42,91.42,100.0,81.35,87.95,73.22,88.59,93.42,80.45,83.83,73.22,82.69,73.22,73.22,90.73,83.83,83.96,73.22,92.3,83.56,83.54,73.22,73.22,83.96,100.0,91.42,73.22,90.68,88.02,77.97,77.97,88.99,73.22,77.39,92.3,77.97,88.02,73.22,82.69,91.42,86.97,77.97,80.47,88.3,73.22,81.62,73.22,73.22,90.73,91.42,100.0,82.69,88.02,80.81,77.97,81.31,73.4,77.39,81.35,92.3,73.22,100.0,80.47,88.05,85.33,91.76,73.22,77.39,87.69,77.39,94.36,73.22,73.22,100.0,92.4,73.22,73.22,77.97,86.05,73.22,73.22,73.22,73.22,77.97,100.0,81.35,100.0,78.32,84.08,100.0,92.4,77.39,81.35,82.69,73.22,92.3,91.42,84.32,73.22,73.22,77.97,92.06,92.3,77.39,73.22,81.35,77.39,81.31,80.81,73.22,73.22,5.913043478260871
Solvo,84.52,65.07,87.19,100.0,86.54,100.0,88.2,65.07,81.7,74.74,81.58,79.68,65.07,88.13,65.07,72.25,72.25,81.71,79.68,65.07,83.41,65.07,72.25,83.37,65.07,87.97,87.97,65.07,72.25,84.12,83.37,72.25,65.07,91.32,65.07,65.07,83.37,83.37,83.37,100.0,81.7,84.32,65.07,81.16,91.57,78.74,81.58,65.07,84.52,65.07,65.07,87.73,81.58,86.31,65.07,84.12,77.63,78.75,65.07,65.07,86.31,100.0,83.37,65.07,91.21,82.14,87.97,87.97,81.55,65.07,72.25,84.12,87.97,82.14,65.07,84.52,83.37,78.33,87.97,76.18,79.68,65.07,77.87,65.07,65.07,87.73,83.37,100.0,84.52,82.14,75.25,87.97,74.74,75.79,72.25,81.7,84.12,65.07,100.0,76.18,84.96,78.46,87.11,65.07,72.25,80.35,72.25,92.31,65.07,65.07,100.0,83.53,65.07,65.07,87.97,86.04,65.07,65.07,65.07,65.07,87.97,100.0,81.7,100.0,88.13,78.55,100.0,83.53,72.25,81.7,84.52,65.07,84.12,83.37,91.29,65.07,65.07,87.97,86.27,84.12,72.25,65.07,81.7,72.25,74.74,75.25,65.07,65.07,4.571428571428573
OTORIO,84.81,69.47,90.4,100.0,89.92,100.0,91.53,69.47,84.43,79.79,84.99,83.86,69.47,84.38,69.47,77.14,77.14,85.37,83.86,69.47,87.72,69.47,77.14,86.89,69.47,84.74,84.74,69.47,77.14,86.87,86.89,77.14,69.47,92.5,69.47,69.47,86.89,86.89,86.89,100.0,84.43,87.34,69.47,84.51,91.92,77.41,84.99,69.47,84.81,69.47,69.47,90.64,84.99,86.02,69.47,86.87,82.13,82.19,69.47,69.47,86.02,100.0,86.89,69.47,90.79,84.24,84.74,84.74,86.07,69.47,77.14,86.87,84.74,84.24,69.47,84.81,86.89,84.11,84.74,80.29,83.86,69.47,79.38,69.47,69.47,90.64,86.89,100.0,84.81,84.24,79.35,84.74,79.79,73.49,77.14,84.43,86.87,69.47,100.0,80.29,88.89,82.56,88.09,69.47,77.14,85.55,77.14,91.78,69.47,69.47,100.0,88.59,69.47,69.47,84.74,87.81,69.47,69.47,69.47,69.47,84.74,100.0,84.43,100.0,84.38,80.34,100.0,88.59,77.14,84.43,84.81,69.47,86.87,86.89,87.73,69.47,69.47,84.74,89.74,86.87,77.14,69.47,84.43,77.14,79.79,79.35,69.47,69.47,5.0
White Cyber Knight,88.56,81.12,92.29,100.0,94.26,100.0,95.94,81.12,87.98,89.77,91.26,92.02,81.12,83.59,81.12,85.3,85.3,90.45,92.02,81.12,92.83,81.12,85.3,91.04,81.12,81.19,81.19,81.12,85.3,86.85,91.04,85.3,81.12,92.54,81.12,81.12,91.04,91.04,91.04,100.0,87.98,92.89,81.12,93.58,90.34,82.35,91.26,81.12,88.56,81.12,81.12,93.0,91.26,91.02,81.12,86.85,92.91,91.01,81.12,81.12,91.02,100.0,91.04,81.12,91.43,90.14,81.19,81.19,93.81,81.12,85.3,86.85,81.19,90.14,81.12,88.56,91.04,93.05,81.19,89.62,92.02,81.12,90.48,81.12,81.12,93.0,91.04,100.0,88.56,90.14,87.11,81.19,89.77,81.43,85.3,87.98,86.85,81.12,100.0,89.62,92.32,89.39,91.18,81.12,85.3,93.66,85.3,91.69,81.12,81.12,100.0,95.05,81.12,81.12,81.19,92.47,81.12,81.12,81.12,81.12,81.19,100.0,87.98,100.0,83.59,89.57,100.0,95.05,85.3,87.98,88.56,81.12,86.85,91.04,87.78,81.12,81.12,81.19,94.89,86.85,85.3,81.12,87.98,85.3,89.77,87.11,81.12,81.12,5.82608695652174
COPA,82.18,73.47,94.16,100.0,81.99,100.0,91.51,73.47,74.2,75.01,78.52,85.85,73.47,77.06,73.47,68.43,68.43,91.21,85.85,73.47,85.2,73.47,68.43,86.88,73.47,76.88,76.88,73.47,68.43,93.33,86.88,68.43,73.47,92.89,73.47,73.47,86.88,86.88,86.88,100.0,74.2,84.39,73.47,86.12,93.27,74.93,78.52,73.47,82.18,73.47,73.47,86.37,78.52,83.29,73.47,93.33,77.29,74.23,73.47,73.47,83.29,100.0,86.88,73.47,86.59,83.83,76.88,76.88,80.08,73.47,68.43,93.33,76.88,83.83,73.47,82.18,86.88,80.52,76.88,71.68,85.85,73.47,80.46,73.47,73.47,86.37,86.88,100.0,82.18,83.83,71.34,76.88,75.01,70.79,68.43,74.2,93.33,73.47,100.0,71.68,80.84,79.55,91.44,73.47,68.43,79.18,68.43,94.61,73.47,73.47,100.0,88.06,73.47,73.47,76.88,78.39,73.47,73.47,73.47,73.47,76.88,100.0,74.2,100.0,77.06,81.31,100.0,88.06,68.43,74.2,82.18,73.47,93.33,86.88,81.08,73.47,73.47,76.88,87.55,93.33,68.43,73.47,74.2,68.43,75.01,71.34,73.47,73.47,5.0
Orchestra Group,83.31,71.28,89.83,100.0,90.52,100.0,92.11,71.28,83.88,82.08,85.14,85.79,71.28,82.43,71.28,79.44,79.44,84.64,85.79,71.28,88.07,71.28,79.44,88.71,71.28,80.65,80.65,71.28,79.44,84.46,88.71,79.44,71.28,90.84,71.28,71.28,88.71,88.71,88.71,100.0,83.88,88.33,71.28,87.34,91.53,79.51,85.14,71.28,83.31,71.28,71.28,89.32,85.14,85.64,71.28,84.46,85.12,85.47,71.28,71.28,85.64,100.0,88.71,71.28,90.38,87.46,80.65,80.65,89.11,71.28,79.44,84.46,80.65,87.46,71.28,83.31,88.71,86.36,80.65,83.56,85.79,71.28,82.51,71.28,71.28,89.32,88.71,100.0,83.31,87.46,81.77,80.65,82.08,77.5,79.44,83.88,84.46,71.28,100.0,83.56,88.75,85.84,88.01,71.28,79.44,88.59,79.44,91.11,71.28,71.28,100.0,89.45,71.28,71.28,80.65,88.42,71.28,71.28,71.28,71.28,80.65,100.0,83.88,100.0,82.43,82.48,100.0,89.45,79.44,83.88,83.31,71.28,84.46,88.71,86.59,71.28,71.28,80.65,90.96,84.46,79.44,71.28,83.88,79.44,82.08,81.77,71.28,71.28,4.714285714285714
ContextSpace Solutions,79.05,70.13,92.72,100.0,81.76,100.0,89.88,70.13,72.27,72.74,76.04,84.35,70.13,76.76,70.13,66.92,66.92,88.03,84.35,70.13,83.02,70.13,66.92,87.18,70.13,74.42,74.42,70.13,66.92,90.61,87.18,66.92,70.13,92.0,70.13,70.13,87.18,87.18,87.18,100.0,72.27,81.87,70.13,85.88,92.11,73.66,76.04,70.13,79.05,70.13,70.13,84.01,76.04,81.52,70.13,90.61,75.95,74.01,70.13,70.13,81.52,100.0,87.18,70.13,87.13,85.96,74.42,74.42,80.44,70.13,66.92,90.61,74.42,85.96,70.13,79.05,87.18,79.04,74.42,71.43,84.35,70.13,79.21,70.13,70.13,84.01,87.18,100.0,79.05,85.96,70.0,74.42,72.74,72.36,66.92,72.27,90.61,70.13,100.0,71.43,79.73,77.82,90.2,70.13,66.92,79.57,66.92,92.98,70.13,70.13,100.0,86.13,70.13,70.13,74.42,77.59,70.13,70.13,70.13,70.13,74.42,100.0,72.27,100.0,76.76,78.74,100.0,86.13,66.92,72.27,79.05,70.13,90.61,87.18,80.82,70.13,70.13,74.42,85.81,90.61,66.92,70.13,72.27,66.92,72.74,70.0,70.13,70.13,4.086956521739131
SecuPi,82.89,80.07,91.17,100.0,86.11,100.0,92.39,80.07,78.15,82.98,83.53,90.31,80.07,74.18,80.07,76.3,76.3,89.82,90.31,80.07,87.07,80.07,76.3,88.95,80.07,72.48,72.48,80.07,76.3,86.57,88.95,76.3,80.07,88.99,80.07,80.07,88.95,88.95,88.95,100.0,78.15,87.7,80.07,90.91,89.35,79.07,83.53,80.07,82.89,80.07,80.07,86.33,83.53,84.58,80.07,86.57,85.5,82.8,80.07,80.07,84.58,100.0,88.95,80.07,86.82,86.6,72.48,72.48,87.68,80.07,76.3,86.57,72.48,86.6,80.07,82.89,88.95,87.8,72.48,79.87,90.31,80.07,85.85,80.07,80.07,86.33,88.95,100.0,82.89,86.6,79.64,72.48,82.98,73.52,76.3,78.15,86.57,80.07,100.0,79.87,84.66,84.42,87.9,80.07,76.3,86.43,76.3,90.03,80.07,80.07,100.0,91.16,80.07,80.07,72.48,83.4,80.07,80.07,80.07,80.07,72.48,100.0,78.15,100.0,74.18,87.24,100.0,91.16,76.3,78.15,82.89,80.07,86.57,88.95,80.48,80.07,80.07,72.48,91.28,86.57,76.3,80.07,78.15,76.3,82.98,79.64,80.07,80.07,5.913043478260871
infinipoint,76.5,62.28,87.44,100.0,85.23,100.0,87.61,62.28,76.17,72.23,76.55,77.43,62.28,83.72,62.28,70.12,70.12,81.51,77.43,62.28,82.81,62.28,70.12,81.87,62.28,76.76,76.76,62.28,70.12,85.72,81.87,70.12,62.28,90.9,62.28,62.28,81.87,81.87,81.87,100.0,76.17,80.12,62.28,82.47,86.83,75.71,76.55,62.28,76.5,62.28,62.28,84.68,76.55,82.21,62.28,85.72,77.72,80.54,62.28,62.28,82.21,100.0,81.87,62.28,89.99,86.36,76.76,76.76,83.83,62.28,70.12,85.72,76.76,86.36,62.28,76.5,81.87,76.86,76.76,77.65,77.43,62.28,78.21,62.28,62.28,84.68,81.87,100.0,76.5,86.36,73.86,76.76,72.23,79.82,70.12,76.17,85.72,62.28,100.0,77.65,81.07,77.14,89.79,62.28,70.12,82.43,70.12,91.92,62.28,62.28,100.0,82.99,62.28,62.28,76.76,84.21,62.28,62.28,62.28,62.28,76.76,100.0,76.17,100.0,83.72,75.37,100.0,82.99,70.12,76.17,76.5,62.28,85.72,81.87,88.24,62.28,62.28,76.76,83.57,85.72,70.12,62.28,76.17,70.12,72.23,73.86,62.28,62.28,5.071428571428573
Hardenite,85.1,71.4,92.25,100.0,89.34,100.0,93.09,71.4,83.08,79.41,84.57,84.7,71.4,83.88,71.4,75.64,75.64,88.33,84.7,71.4,88.3,71.4,75.64,86.68,71.4,83.58,83.58,71.4,75.64,90.21,86.68,75.64,71.4,94.09,71.4,71.4,86.68,86.68,86.68,100.0,83.08,87.97,71.4,85.62,93.41,76.1,84.57,71.4,85.1,71.4,71.4,91.06,84.57,86.61,71.4,90.21,82.0,81.14,71.4,71.4,86.61,100.0,86.68,71.4,90.8,84.58,83.58,83.58,85.49,71.4,75.64,90.21,83.58,84.58,71.4,85.1,86.68,84.04,83.58,79.19,84.7,71.4,80.32,71.4,71.4,91.06,86.68,100.0,85.1,84.58,77.96,83.58,79.41,73.03,75.64,83.08,90.21,71.4,100.0,79.19,88.04,82.82,90.19,71.4,75.64,84.97,75.64,94.09,71.4,71.4,100.0,89.61,71.4,71.4,83.58,86.83,71.4,71.4,71.4,71.4,83.58,100.0,83.08,100.0,83.88,80.75,100.0,89.61,75.64,83.08,85.1,71.4,90.21,86.68,87.21,71.4,71.4,83.58,90.42,90.21,75.64,71.4,83.08,75.64,79.41,77.96,71.4,71.4,5.0
AlgoSec,88.74,78.9,92.25,100.0,89.68,100.0,94.08,78.9,85.75,85.71,88.9,88.96,78.9,81.4,78.9,80.71,80.71,91.16,88.96,78.9,91.15,78.9,80.71,87.59,78.9,83.39,83.39,78.9,80.71,89.49,87.59,80.71,78.9,91.94,78.9,78.9,87.59,87.59,87.59,100.0,85.75,91.28,78.9,88.15,91.15,84.81,88.9,78.9,88.74,78.9,78.9,92.56,88.9,88.58,78.9,89.49,87.04,86.18,78.9,78.9,88.58,100.0,87.59,78.9,90.32,83.03,83.39,83.39,88.82,78.9,80.71,89.49,83.39,83.03,78.9,88.74,87.59,88.71,83.39,82.57,88.96,78.9,85.07,78.9,78.9,92.56,87.59,100.0,88.74,83.03,84.56,83.39,85.71,73.4,80.71,85.75,89.49,78.9,100.0,82.57,89.47,86.27,89.84,78.9,80.71,86.81,80.71,93.57,78.9,78.9,100.0,92.76,78.9,78.9,83.39,89.76,78.9,78.9,78.9,78.9,83.39,100.0,85.75,100.0,81.4,89.61,100.0,92.76,80.71,85.75,88.74,78.9,89.49,87.59,88.1,78.9,78.9,83.39,93.7,89.49,80.71,78.9,85.75,80.71,85.71,84.56,78.9,78.9,5.678571428571429
Axonius,82.05,69.36,89.7,100.0,86.67,100.0,90.29,69.36,80.48,77.33,81.99,81.78,69.36,81.34,69.36,73.74,73.74,86.34,81.78,69.36,86.32,69.36,73.74,83.32,69.36,80.14,80.14,69.36,73.74,88.47,83.32,73.74,69.36,91.46,69.36,69.36,83.32,83.32,83.32,100.0,80.48,84.84,69.36,83.19,88.93,76.5,81.99,69.36,82.05,69.36,69.36,88.64,81.99,84.05,69.36,88.47,80.2,80.59,69.36,69.36,84.05,100.0,83.32,69.36,88.95,82.2,80.14,80.14,84.22,69.36,73.74,88.47,80.14,82.2,69.36,82.05,83.32,81.54,80.14,77.67,81.78,69.36,78.56,69.36,69.36,88.64,83.32,100.0,82.05,82.2,77.1,80.14,77.33,72.0,73.74,80.48,88.47,69.36,100.0,77.67,85.05,79.96,88.6,69.36,73.74,82.83,73.74,92.0,69.36,69.36,100.0,87.25,69.36,69.36,80.14,85.45,69.36,69.36,69.36,69.36,80.14,100.0,80.48,100.0,81.34,79.81,100.0,87.25,73.74,80.48,82.05,69.36,88.47,83.32,86.24,69.36,69.36,80.14,87.72,88.47,73.74,69.36,80.48,73.74,77.33,77.1,69.36,69.36,6.714285714285714
Mine,81.7,72.81,93.15,100.0,86.61,100.0,92.33,72.81,81.06,81.32,83.48,86.51,72.81,74.21,72.81,77.61,77.61,88.97,86.51,72.81,89.54,72.81,77.61,88.62,72.81,76.63,76.63,72.81,77.61,90.23,88.62,77.61,72.81,90.45,72.81,72.81,88.62,88.62,88.62,100.0,81.06,87.69,72.81,85.09,91.4,78.87,83.48,72.81,81.7,72.81,72.81,89.72,83.48,81.18,72.81,90.23,82.21,81.6,72.81,72.81,81.18,100.0,88.62,72.81,86.19,82.67,76.63,76.63,86.41,72.81,77.61,90.23,76.63,82.67,72.81,81.7,88.62,86.14,76.63,78.79,86.51,72.81,78.72,72.81,72.81,89.72,88.62,100.0,81.7,82.67,80.55,76.63,81.32,68.15,77.61,81.06,90.23,72.81,100.0,78.79,86.85,85.59,88.29,72.81,77.61,85.25,77.61,91.51,72.81,72.81,100.0,91.13,72.81,72.81,76.63,84.01,72.81,72.81,72.81,72.81,76.63,100.0,81.06,100.0,74.21,83.02,100.0,91.13,77.61,81.06,81.7,72.81,90.23,88.62,80.14,72.81,72.81,76.63,90.97,90.23,77.61,72.81,81.06,77.61,81.32,80.55,72.81,72.81,6.714285714285714
MultiSense,80.23,71.45,91.87,100.0,84.74,100.0,90.78,71.45,79.5,80.41,81.89,84.84,71.45,73.91,71.45,77.01,77.01,87.85,84.84,71.45,88.79,71.45,77.01,86.88,71.45,75.28,75.28,71.45,77.01,89.4,86.88,77.01,71.45,88.98,71.45,71.45,86.88,86.88,86.88,100.0,79.5,86.16,71.45,84.09,89.01,78.06,81.89,71.45,80.23,71.45,71.45,88.35,81.89,80.35,71.45,89.4,81.73,80.83,71.45,71.45,80.35,100.0,86.88,71.45,83.69,82.07,75.28,75.28,84.71,71.45,77.01,89.4,75.28,82.07,71.45,80.23,86.88,84.43,75.28,78.79,84.84,71.45,79.24,71.45,71.45,88.35,86.88,100.0,80.23,82.07,79.22,75.28,80.41,70.82,77.01,79.5,89.4,71.45,100.0,78.79,84.49,84.92,88.77,71.45,77.01,84.07,77.01,90.38,71.45,71.45,100.0,89.64,71.45,71.45,75.28,82.42,71.45,71.45,71.45,71.45,75.28,100.0,79.5,100.0,73.91,81.82,100.0,89.64,77.01,79.5,80.23,71.45,89.4,86.88,78.75,71.45,71.45,75.28,88.59,89.4,77.01,71.45,79.5,77.01,80.41,79.22,71.45,71.45,4.782608695652175
VALIRE SOFTWARE,80.16,68.89,88.96,100.0,85.14,100.0,89.79,68.89,78.19,75.91,80.12,81.31,68.89,79.08,68.89,71.98,71.98,85.54,81.31,68.89,84.79,68.89,71.98,82.91,68.89,77.35,77.35,68.89,71.98,87.53,82.91,71.98,68.89,90.3,68.89,68.89,82.91,82.91,82.91,100.0,78.19,84.17,68.89,82.88,89.47,69.3,80.12,68.89,80.16,68.89,68.89,86.74,80.12,82.4,68.89,87.53,78.91,76.84,68.89,68.89,82.4,100.0,82.91,68.89,85.19,82.05,77.35,77.35,81.38,68.89,71.98,87.53,77.35,82.05,68.89,80.16,82.91,80.54,77.35,76.12,81.31,68.89,77.71,68.89,68.89,86.74,82.91,100.0,80.16,82.05,73.09,77.35,75.91,70.87,71.98,78.19,87.53,68.89,100.0,76.12,83.36,80.03,87.52,68.89,71.98,81.85,71.98,90.1,68.89,68.89,100.0,86.23,68.89,68.89,77.35,81.54,68.89,68.89,68.89,68.89,77.35,100.0,78.19,100.0,79.08,75.73,100.0,86.23,71.98,78.19,80.16,68.89,87.53,82.91,80.78,68.89,68.89,77.35,86.07,87.53,71.98,68.89,78.19,71.98,75.91,73.09,68.89,68.89,4.821428571428573
Zero Networks,83.06,70.97,93.41,100.0,85.91,100.0,92.28,70.97,78.97,77.5,81.34,84.59,70.97,81.95,70.97,73.17,73.17,89.32,84.59,70.97,87.59,70.97,73.17,86.85,70.97,80.5,80.5,70.97,73.17,92.06,86.85,73.17,70.97,93.71,70.97,70.97,86.85,86.85,86.85,100.0,78.97,86.04,70.97,86.0,92.74,78.61,81.34,70.97,83.06,70.97,70.97,89.05,81.34,85.19,70.97,92.06,80.5,79.84,70.97,70.97,85.19,100.0,86.85,70.97,89.34,85.52,80.5,80.5,83.96,70.97,73.17,92.06,80.5,85.52,70.97,83.06,86.85,82.0,80.5,77.32,84.59,70.97,81.6,70.97,70.97,89.05,86.85,100.0,83.06,85.52,76.14,80.5,77.5,76.07,73.17,78.97,92.06,70.97,100.0,77.32,84.12,82.23,92.64,70.97,73.17,82.95,73.17,95.46,70.97,70.97,100.0,88.73,70.97,70.97,80.5,83.89,70.97,70.97,70.97,70.97,80.5,100.0,78.97,100.0,81.95,81.83,100.0,88.73,73.17,78.97,83.06,70.97,92.06,86.85,86.1,70.97,70.97,80.5,88.72,92.06,73.17,70.97,78.97,73.17,77.5,76.14,70.97,70.97,5.071428571428573
